doc_id,gt_types,pred_main,pred_subs,pred_set,main_hit,exact_set_match,jaccard,missing_from_pred,extra_in_pred,gt_has_label,pred_has_label,source_file
2364,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2364.json
2367,방임,방임,방임|정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2367.json
2368,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2368.json
2369,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2369.json
2370,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2370.json
2371,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2371.json
2372,정서학대,정서학대,방임,방임|정서학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2372.json
2379,신체학대,방임,신체학대|정서학대,방임|신체학대|정서학대,0,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2379.json
2381,,성학대,,성학대,0,0,0.0,,성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2381.json
2382,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2382.json
2383,,성학대,,성학대,0,0,0.0,,성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2383.json
2384,정서학대,정서학대,방임|정서학대,방임|정서학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2384.json
2385,성학대,성학대,신체학대,성학대|신체학대,1,0,0.5,,신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2385.json
2386,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2386.json
2387,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2387.json
2388,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2388.json
2389,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2389.json
2390,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2390.json
2391,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2391.json
2392,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2392.json
2393,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2393.json
2395,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2395.json
2396,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2396.json
2397,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2397.json
2398,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2398.json
2402,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2402.json
2403,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2403.json
2404,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2404.json
2405,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2405.json
2406,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2406.json
2407,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2407.json
2408,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2408.json
2409,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2409.json
2410,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2410.json
2411,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2411.json
2412,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2412.json
2414,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2414.json
2416,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2416.json
2417,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2417.json
2418,성학대,성학대,신체학대|정서학대,성학대|신체학대|정서학대,1,0,0.3333333333333333,,신체학대|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2418.json
2419,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2419.json
2420,,방임,,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2420.json
2421,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2421.json
2422,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2422.json
2423,,성학대,,성학대,0,0,0.0,,성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2423.json
2424,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2424.json
2425,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2425.json
2427,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2427.json
2428,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2428.json
2429,,성학대,방임|신체학대|정서학대,방임|성학대|신체학대|정서학대,0,0,0.0,,방임|성학대|신체학대|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2429.json
2430,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2430.json
2431,신체학대,신체학대,방임|성학대|정서학대,방임|성학대|신체학대|정서학대,1,0,0.25,,방임|성학대|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2431.json
2432,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2432.json
2433,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2433.json
2434,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2434.json
2435,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2435.json
2436,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2436.json
2437,,성학대,방임|신체학대|정서학대,방임|성학대|신체학대|정서학대,0,0,0.0,,방임|성학대|신체학대|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2437.json
2438,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2438.json
2440,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2440.json
2441,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2441.json
2443,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2443.json
2444,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2444.json
2445,,방임,방임,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2445.json
2446,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2446.json
2447,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2447.json
2448,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2448.json
2449,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2449.json
2450,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2450.json
2452,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2452.json
2453,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2453.json
2455,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2455.json
2456,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2456.json
2457,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2457.json
2458,성학대,성학대,정서학대,성학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2458.json
2459,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2459.json
2460,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2460.json
2461,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2461.json
2462,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2462.json
2463,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2463.json
2464,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2464.json
2465,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2465.json
2467,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2467.json
2468,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2468.json
2469,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2469.json
2470,정서학대,정서학대,정서학대,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2470.json
2473,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2473.json
2474,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2474.json
2475,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2475.json
2476,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2476.json
2478,신체학대,신체학대,방임,방임|신체학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2478.json
2479,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2479.json
2480,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2480.json
2481,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2481.json
2482,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2482.json
2483,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2483.json
2484,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2484.json
2485,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2485.json
2486,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2486.json
2487,성학대,성학대,성학대,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2487.json
2488,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2488.json
2489,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2489.json
2495,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2495.json
2496,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2496.json
2497,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2497.json
2498,신체학대,신체학대,방임,방임|신체학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2498.json
2499,방임,정서학대,방임,방임|정서학대,0,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2499.json
2500,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2500.json
2501,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2501.json
2502,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2502.json
2503,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2503.json
2504,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2504.json
2516,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2516.json
2517,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2517.json
2518,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2518.json
2519,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2519.json
2520,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2520.json
2521,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2521.json
2522,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2522.json
2523,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2523.json
2524,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2524.json
2525,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2525.json
2526,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2526.json
2527,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2527.json
2528,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2528.json
2529,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2529.json
2531,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2531.json
2532,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2532.json
2533,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2533.json
2534,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2534.json
2535,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2535.json
2536,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2536.json
2537,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2537.json
2538,,방임,정서학대,방임|정서학대,0,0,0.0,,방임|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2538.json
2540,신체학대,신체학대,방임|성학대|정서학대,방임|성학대|신체학대|정서학대,1,0,0.25,,방임|성학대|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2540.json
2541,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2541.json
2542,성학대,성학대,정서학대,성학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2542.json
2543,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2543.json
2545,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2545.json
2547,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2547.json
2548,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2548.json
2549,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2549.json
2550,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2550.json
2551,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2551.json
2552,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2552.json
2553,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2553.json
2554,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2554.json
2555,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2555.json
2556,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2556.json
2557,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2557.json
2558,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2558.json
2559,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2559.json
2560,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2560.json
2561,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2561.json
2562,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2562.json
2563,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2563.json
2564,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2564.json
2566,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2566.json
2567,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2567.json
2568,,신체학대,정서학대,신체학대|정서학대,0,0,0.0,,신체학대|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2568.json
2569,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2569.json
2570,성학대,성학대,방임,방임|성학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2570.json
2571,성학대,성학대,성학대,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2571.json
2572,방임,정서학대,방임|정서학대,방임|정서학대,0,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2572.json
2573,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2573.json
2574,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2574.json
2575,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2575.json
2576,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2576.json
2577,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2577.json
2578,정서학대,정서학대,신체학대,신체학대|정서학대,1,0,0.5,,신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2578.json
2579,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2579.json
2580,,방임,,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2580.json
2582,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2582.json
2583,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2583.json
2584,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2584.json
2585,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2585.json
2586,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2586.json
2587,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2587.json
2588,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2588.json
2589,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2589.json
2590,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2590.json
2591,정서학대,정서학대,정서학대,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2591.json
2593,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2593.json
2594,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2594.json
2595,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2595.json
2596,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2596.json
2597,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2597.json
2598,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2598.json
2599,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2599.json
2600,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2600.json
2602,,성학대,,성학대,0,0,0.0,,성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2602.json
2603,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2603.json
2604,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2604.json
2605,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2605.json
2606,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2606.json
2607,,성학대,,성학대,0,0,0.0,,성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2607.json
2608,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2608.json
2610,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2610.json
2624,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2624.json
2625,,방임,정서학대,방임|정서학대,0,0,0.0,,방임|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2625.json
2626,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2626.json
2627,정서학대,정서학대,정서학대,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2627.json
2628,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2628.json
2629,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2629.json
2631,,신체학대,정서학대,신체학대|정서학대,0,0,0.0,,신체학대|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2631.json
2633,,방임,방임,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2633.json
2636,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2636.json
2637,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2637.json
2638,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2638.json
2639,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2639.json
2640,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2640.json
2641,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2641.json
2642,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2642.json
2643,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2643.json
2644,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2644.json
2645,신체학대,신체학대,방임|성학대|정서학대,방임|성학대|신체학대|정서학대,1,0,0.25,,방임|성학대|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2645.json
2646,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2646.json
2647,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2647.json
2648,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2648.json
2649,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2649.json
2650,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2650.json
2651,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2651.json
2652,신체학대,신체학대,방임,방임|신체학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2652.json
2653,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2653.json
2654,방임,정서학대,방임,방임|정서학대,0,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2654.json
2655,,신체학대,,신체학대,0,0,0.0,,신체학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\2655.json
2656,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2656.json
2657,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2657.json
2658,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2658.json
2659,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2659.json
2660,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2660.json
2661,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2661.json
2662,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2662.json
2663,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2663.json
2665,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2665.json
2666,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2666.json
2667,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2667.json
2668,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2668.json
2669,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2669.json
2670,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\2670.json
2671,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\2671.json
